Course_Name,Code,Section,Days,Teacher,Lab_Days,StartTime,EndTime,LabStart,LabEnd
CPCS 202 - برمجه 1,70959,AS,TRU,TBA,R,8:00 AM,8:50 AM,12:00 PM,1:20 PM
CPCS 202 - برمجه 1,64178,BAR,MW,TBA,R,8:00 AM,9:15 AM,9:30 AM,10:50 AM
CPCS 202 - برمجه 1,56801,CS1,TRU,TBA,R,1:00 PM,1:50 PM,5:30 PM,6:50 PM
CPCS 202 - برمجه 1,56275,CS2,MW,TBA,M,2:30 PM,3:50 PM,5:30 PM,6:50 PM
CPCS 202 - برمجه 1,56276,CS3,MW,TBA,U,4:00 PM,5:20 PM,11:00 AM,12:20 PM
CPCS 202 - برمجه 1,56277,CS4,M,TBA,,7:00 PM,8:20 PM,,
CPCS 202 - برمجه 1,64392,DAR,MW,TBA,R,9:30 AM,10:45 AM,11:00 AM,12:20 PM
CPCS 202 - برمجه 1,70987,ES,TRU,TBA,T,10:00 AM,10:50 AM,2:00 PM,3:20 PM
CPCS 202 - برمجه 1,70997,FS,TRU,نوف عبدالكريم ابوخضير (P),W,11:00 AM,11:50 AM,8:00 AM,9:20 AM
CPCS 202 - برمجه 1,71000,GS,MW,TBA,M,11:00 AM,12:15 PM,8:00 AM,9:20 AM
CPCS 202 - برمجه 1,56278,ST1,TRU,TBA,R,10:00 AM,10:50 AM,11:00 AM,12:20 PM
CPCS 202 - برمجه 1,56279,ST2,TRU,TBA,T,9:00 AM,9:50 AM,7:00 PM,8:20 PM
CPCS 203 - برمجه 2,73561,BCS,MW,علا عبدالرحيم الصاعدي (P),R,8:00 AM,9:15 AM,1:00 PM,2:20 PM
CPCS 203 - برمجه 2,73569,BIS,MW,عهود عبدالله الزمزمي (P),T,8:00 AM,9:15 AM,9:30 AM,10:50 AM
CPCS 203 - برمجه 2,73574,BIT,MW,عبير عادل الهذلي (P),U,8:00 AM,9:15 AM,9:30 AM,10:50 AM
CPCS 203 - برمجه 2,56280,C10,TRU,TBA,W,4:00 PM,4:50 PM,5:30 PM,6:50 PM
CPCS 203 - برمجه 2,56281,C11,MW,TBA,M,9:30 AM,10:50 AM,5:30 PM,6:50 PM
CPCS 203 - برمجه 2,56282,C12,MW,TBA,T,9:30 AM,10:50 AM,5:30 PM,6:50 PM
CPCS 203 - برمجه 2,56283,CS1,TRU,TBA,R,4:00 PM,4:50 PM,5:30 PM,6:50 PM
CPCS 203 - برمجه 2,56284,CS2,MW,TBA,U,9:30 AM,10:50 AM,5:30 PM,6:50 PM
CPCS 203 - برمجه 2,56285,CS3,TRU,TBA,W,4:00 PM,4:50 PM,5:30 PM,6:50 PM
CPCS 203 - برمجه 2,56286,CS4,TRU,TBA,U,10:00 AM,10:50 AM,7:00 PM,8:20 PM
CPCS 203 - برمجه 2,56287,CS5,MW,TBA,T,11:00 AM,12:20 PM,5:30 PM,6:50 PM
CPCS 203 - برمجه 2,56288,CS6,TRU,TBA,U,2:00 PM,2:50 PM,5:30 PM,6:50 PM
CPCS 203 - برمجه 2,56289,CS7,TRU,TBA,T,1:00 PM,1:50 PM,7:00 PM,8:20 PM
CPCS 203 - برمجه 2,56290,CS8,TRU,TBA,W,9:00 AM,9:50 AM,7:00 PM,8:20 PM
CPCS 203 - برمجه 2,56291,CS9,M,TBA,TRU,7:00 PM,8:20 PM,3:00 PM,3:50 PM
CPCS 203 - برمجه 2,73566,DCS,MW,علا عبدالرحيم الصاعدي (P),T,9:30 AM,10:45 AM,1:00 PM,2:20 PM
CPCS 203 - برمجه 2,73570,DIS,MW,رشا طلال مرزا (P),T,9:30 AM,10:45 AM,1:00 PM,2:20 PM
CPCS 203 - برمجه 2,73575,DIT,MW,هيلين جميل بخش​ (P),T,9:30 AM,10:45 AM,8:00 AM,9:20 AM
CPCS 203 - برمجه 2,73567,GCS,MW,لمى عبدالعزيز الخزيم (P),U,11:00 AM,12:15 PM,1:00 PM,2:20 PM
CPCS 203 - برمجه 2,73571,GIS,MW,هيلين جميل بخش​ (P),R,11:00 AM,12:15 PM,8:00 AM,9:20 AM
CPCS 203 - برمجه 2,73576,GIT,MW,علا عبدالرحيم الصاعدي (P),U,11:00 AM,12:15 PM,8:00 AM,9:20 AM
CPCS 203 - برمجه 2,73568,ICS,MW,لمى عبدالعزيز الخزيم (P),U,1:00 PM,2:15 PM,9:30 AM,10:50 AM
CPCS 203 - برمجه 2,73572,IIS,MW,هيلين جميل بخش​ (P),R,1:00 PM,2:15 PM,9:30 AM,10:50 AM
CPCS 203 - برمجه 2,73577,IIT,MW,عبير عادل الهذلي (P),T,1:00 PM,2:15 PM,9:30 AM,10:50 AM
CPCS 204 - تراكيب البيانات -1-,56292,CS1,TRU,TBA,T,3:00 PM,3:50 PM,5:30 PM,6:50 PM
CPCS 204 - تراكيب البيانات -1-,56293,CS2,TRU,TBA,W,4:00 PM,4:50 PM,7:00 PM,8:20 PM
CPCS 204 - تراكيب البيانات -1-,56294,CS3,MW,TBA,M,1:00 PM,2:20 PM,7:00 PM,8:20 PM
CPCS 204 - تراكيب البيانات -1-,73608,DTS,MW,سمر محمد الخريجى (P),W,9:30 AM,10:45 AM,8:00 AM,9:20 AM
CPCS 204 - تراكيب البيانات -1-,73605,GCS,MW,سمر محمد الخريجى (P),W,11:00 AM,12:15 PM,9:30 AM,10:50 AM
CPCS 206 - اساسيات البرمجة,73658,AAR,TRU,خلود عابدين زين العابدين (P),,8:00 AM,8:50 AM,,
CPCS 206 - اساسيات البرمجة,75185,BAR,MW,TBA,,8:00 AM,9:15 AM,,
CPCS 206 - اساسيات البرمجة,75186,DAR,MW,TBA,,9:30 AM,10:45 AM,,
CPCS 206 - اساسيات البرمجة,73659,EAR,TRU,خلود عابدين زين العابدين (P),,10:00 AM,10:50 AM,,
CPCS 206 - اساسيات البرمجة,73660,FAR,TRU,خلود عابدين زين العابدين (P),,11:00 AM,11:50 AM,,
CPCS 206 - اساسيات البرمجة,75187,GAR,MW,TBA,,11:00 AM,12:15 PM,,
CPCS 206 - اساسيات البرمجة,75188,IAR,MW,TBA,,1:00 PM,2:15 PM,,
CPCS 206 - اساسيات البرمجة,56296,MI1,TRU,TBA,,3:00 PM,3:50 PM,,
CPCS 206 - اساسيات البرمجة,56297,MI2,MW,TBA,,11:00 AM,12:20 PM,,
CPCS 206 - اساسيات البرمجة,73661,VAR,TRU,خلود عابدين زين العابدين (P),,12:00 PM,12:50 PM,عودة إلى السابق,
CPCS 211 - تصميم منطق رقمي,56298,CS1,TRU,TBA,U,9:00 AM,9:50 AM,11:00 AM,12:20 PM
CPCS 211 - تصميم منطق رقمي,56299,CS2,TRU,TBA,R,3:00 PM,3:50 PM,5:30 PM,6:50 PM
CPCS 211 - تصميم منطق رقمي,56300,CS3,MW,TBA,U,4:00 PM,5:20 PM,5:30 PM,6:50 PM
CPCS 211 - تصميم منطق رقمي,73610,IAR,MW,ندى عمر باجنيد (P),M,1:00 PM,2:15 PM,9:30 AM,10:50 AM
CPCS 212 - رياضيات تطبيقية للحوسبة-1-,56301,CS1,MW,TBA,T,11:00 AM,12:20 PM,7:00 PM,8:20 PM
CPCS 212 - رياضيات تطبيقية للحوسبة-1-,56302,CS2,MW,TBA,W,1:00 PM,2:20 PM,7:00 PM,8:20 PM
CPCS 212 - رياضيات تطبيقية للحوسبة-1-,56303,CS3,TRU,TBA,U,9:00 AM,9:50 AM,11:00 AM,12:20 PM
CPCS 212 - رياضيات تطبيقية للحوسبة-1-,73612,VAR,TRU,TBA,U,12:00 PM,12:50 PM,9:30 AM,10:50 AM
CPCS 214 - تنظيم وبنيان الحاسبات,73616,AAR,TRU,ليلى ناصف محمد (P),W,8:00 AM,8:50 AM,11:00 AM,12:20 PM
CPCS 214 - تنظيم وبنيان الحاسبات,73619,CAR,M,TBA,TRU,9:30 AM,10:50 AM,9:00 AM,9:50 AM
CPCS 214 - تنظيم وبنيان الحاسبات,73622,CBR,M,TBA,TRU,11:00 AM,12:20 PM,9:00 AM,9:50 AM
CPCS 214 - تنظيم وبنيان الحاسبات,56304,CS1,MW,TBA,R,9:30 AM,10:50 AM,5:30 PM,6:50 PM
CPCS 214 - تنظيم وبنيان الحاسبات,56305,CS2,MW,TBA,U,4:00 PM,5:20 PM,11:00 AM,12:20 PM
CPCS 214 - تنظيم وبنيان الحاسبات,56306,CS3,TRU,TBA,R,9:00 AM,9:50 AM,7:00 PM,8:20 PM
CPCS 214 - تنظيم وبنيان الحاسبات,73621,EAR,TRU,ليلى ناصف محمد (P),W,10:00 AM,10:50 AM,9:30 AM,10:50 AM
CPCS 222 - تراكيب متقطعة 1,73585,ACS,TRU,سميه عبدالله البرادعي (P),W,8:00 AM,8:50 AM,8:00 AM,9:20 AM
CPCS 222 - تراكيب متقطعة 1,73591,AIS,M,TBA,TRU,11:00 AM,12:20 PM,8:00 AM,8:50 AM
CPCS 222 - تراكيب متقطعة 1,73588,CCS,M,TBA,TRU,8:00 AM,9:20 AM,9:00 AM,9:50 AM
CPCS 222 - تراكيب متقطعة 1,73592,CIS,M,TBA,TRU,8:00 AM,9:20 AM,9:00 AM,9:50 AM
CPCS 222 - تراكيب متقطعة 1,56307,CS1,MW,TBA,T,4:00 PM,5:20 PM,5:30 PM,6:50 PM
CPCS 222 - تراكيب متقطعة 1,56308,CS2,MW,TBA,M,11:00 AM,12:20 PM,7:00 PM,8:20 PM
CPCS 222 - تراكيب متقطعة 1,56309,CS3,MW,TBA,W,1:00 PM,2:20 PM,7:00 PM,8:20 PM
CPCS 222 - تراكيب متقطعة 1,56310,CS4,TRU,TBA,W,3:00 PM,3:50 PM,5:30 PM,6:50 PM
CPCS 222 - تراكيب متقطعة 1,56311,CS5,TRU,TBA,R,9:00 AM,9:50 AM,5:30 PM,6:50 PM
CPCS 222 - تراكيب متقطعة 1,56312,CS6,TRU,TBA,R,4:00 PM,4:50 PM,5:30 PM,6:50 PM
CPCS 222 - تراكيب متقطعة 1,56313,CS7,M,TBA,TRU,5:30 PM,6:50 PM,10:00 AM,10:50 AM
CPCS 222 - تراكيب متقطعة 1,56314,CS8,MW,TBA,R,1:00 PM,2:20 PM,5:30 PM,6:50 PM
CPCS 222 - تراكيب متقطعة 1,56315,CS9,MW,TBA,R,1:00 PM,2:20 PM,5:30 PM,6:50 PM
CPCS 222 - تراكيب متقطعة 1,73602,EBT,TRU,ناهد عبدالعزيز العويضي (P),W,10:00 AM,10:50 AM,9:30 AM,10:50 AM
CPCS 222 - تراكيب متقطعة 1,73589,ECS,TRU,نوف عاتق الغانمي (P),W,10:00 AM,10:50 AM,11:00 AM,12:20 PM
CPCS 222 - تراكيب متقطعة 1,73595,EIS,TRU,سميه عبدالله البرادعي (P),W,10:00 AM,10:50 AM,8:00 AM,9:20 AM
CPCS 222 - تراكيب متقطعة 1,73600,EIT,M,TBA,TRU,11:00 AM,12:20 PM,10:00 AM,10:50 AM
CPCS 222 - تراكيب متقطعة 1,73597,HIT,TRU,ناهد عبدالعزيز العويضي (P),W,1:00 PM,1:50 PM,11:00 AM,12:20 PM
CPCS 222 - تراكيب متقطعة 1,73590,VCS,M,TBA,TRU,11:00 AM,12:20 PM,12:00 PM,12:50 PM
CPCS 222 - تراكيب متقطعة 1,73599,VIS,TRU,TBA,W,12:00 PM,12:50 PM,11:00 AM,12:20 PM
CPCS 222 - تراكيب متقطعة 1,73596,VIT,M,TBA,TRU,9:30 AM,10:50 AM,12:00 PM,12:50 PM
CPCS 223 - تحليل وتصميم خوارزميات,73632,AAR,TRU,هاجر محمدصالح الحربي (P),T,8:00 AM,8:50 AM,1:00 PM,2:20 PM
CPCS 223 - تحليل وتصميم خوارزميات,73631,CAR,TRU,هاجر محمدصالح الحربي (P),R,9:00 AM,9:50 AM,1:00 PM,2:20 PM
CPCS 223 - تحليل وتصميم خوارزميات,56316,CS1,MW,TBA,M,11:00 AM,12:20 PM,7:00 PM,8:20 PM
CPCS 223 - تحليل وتصميم خوارزميات,56317,CS2,TRU,TBA,W,1:00 PM,1:50 PM,7:00 PM,8:20 PM
CPCS 223 - تحليل وتصميم خوارزميات,56318,CS3,MW,TBA,M,4:00 PM,5:20 PM,5:30 PM,6:50 PM
CPCS 223 - تحليل وتصميم خوارزميات,73630,EAR,TRU,حنان جبر الاحمدي (P),U,10:00 AM,10:50 AM,1:00 PM,2:20 PM
CPCS 223 - تحليل وتصميم خوارزميات,73634,VAR,TRU,حنان جبر الاحمدي (P),T,12:00 PM,12:50 PM,2:30 PM,3:50 PM
CPCS 241 - قواعد بيانات 1,73663,BAR,MW,امل عبدالله المنصور (P),W,8:00 AM,9:15 AM,9:30 AM,10:50 AM
CPCS 241 - قواعد بيانات 1,56319,CS1,TRU,TBA,U,2:00 PM,2:50 PM,11:00 AM,12:20 PM
CPCS 241 - قواعد بيانات 1,56320,CS2,MW,TBA,W,2:30 PM,3:50 PM,7:00 PM,8:20 PM
CPCS 241 - قواعد بيانات 1,56321,CS3,MW,TBA,U,1:00 PM,2:20 PM,5:30 PM,6:50 PM
CPCS 241 - قواعد بيانات 1,73664,DAR,MW,امل عبدالله المنصور (P),M,9:30 AM,10:45 AM,11:00 AM,12:20 PM
CPCS 241 - قواعد بيانات 1,73665,GAR,MW,رشا طلال مرزا (P),M,11:00 AM,12:15 PM,9:30 AM,10:50 AM
CPCS 241 - قواعد بيانات 1,73666,IAR,MW,رشا طلال مرزا (P),W,1:00 PM,2:15 PM,8:00 AM,9:20 AM
CPCS 301 - لغات برمجة,73637,BAR,MW,رانيا عبدالرحمن مله (P),T,8:00 AM,9:15 AM,1:00 PM,2:20 PM
CPCS 301 - لغات برمجة,56322,CS1,TRU,TBA,U,9:00 AM,9:50 AM,7:00 PM,8:20 PM
CPCS 301 - لغات برمجة,56323,CS2,TRU,TBA,W,10:00 AM,10:50 AM,5:30 PM,6:50 PM
CPCS 301 - لغات برمجة,56324,CS3,M,TBA,TRU,7:00 PM,8:20 PM,1:00 PM,1:50 PM
CPCS 301 - لغات برمجة,73640,DAR,MW,رانيا عبدالرحمن مله (P),R,9:30 AM,10:45 AM,2:30 PM,3:50 PM
CPCS 301 - لغات برمجة,73643,GAR,MW,لولوه محمد الحريقي (P),U,11:00 AM,12:15 PM,1:00 PM,2:20 PM
CPCS 301 - لغات برمجة,73641,IAR,MW,لولوه محمد الحريقي (P),R,1:00 PM,2:15 PM,1:00 PM,2:20 PM
CPCS 302 - بناء المترجمات,73679,BAR,MW,الاء عبدالله بافيل (P),W,8:00 AM,9:15 AM,11:00 AM,12:20 PM
CPCS 302 - بناء المترجمات,56325,CS1,MW,TBA,R,4:00 PM,5:20 PM,7:00 PM,8:20 PM
CPCS 302 - بناء المترجمات,56326,CS2,TRU,TBA,R,2:00 PM,2:50 PM,5:30 PM,6:50 PM
CPCS 302 - بناء المترجمات,56327,CS3,TRU,TBA,U,9:00 AM,9:50 AM,11:00 AM,12:20 PM
CPCS 302 - بناء المترجمات,73681,DAR,MW,سلطانه محمد الشمري (P),W,9:30 AM,10:45 AM,8:00 AM,9:20 AM
CPCS 302 - بناء المترجمات,73682,GAR,MW,سلطانه محمد الشمري (P),W,11:00 AM,12:15 PM,9:30 AM,10:50 AM
CPCS 302 - بناء المترجمات,73683,IAR,MW,سلطانه محمد الشمري (P),W,1:00 PM,2:15 PM,2:30 PM,3:50 PM
CPCS 324 - خوارزميات وهياكل بيانات 2,56339,CS1,TRU,TBA,U,10:00 AM,10:50 AM,11:00 AM,12:20 PM
CPCS 324 - خوارزميات وهياكل بيانات 2,56340,CS2,MW,TBA,U,1:00 PM,2:20 PM,7:00 PM,8:20 PM
CPCS 324 - خوارزميات وهياكل بيانات 2,56341,CS3,TRU,TBA,W,2:00 PM,2:50 PM,2:30 PM,3:50 PM
CPCS 331 - ذكاء اصطناعي 1,56342,CS1,MW,TBA,R,4:00 PM,5:20 PM,11:00 AM,12:20 PM
CPCS 331 - ذكاء اصطناعي 1,56343,CS2,TRU,TBA,T,3:00 PM,3:50 PM,5:30 PM,6:50 PM
CPCS 331 - ذكاء اصطناعي 1,56344,CS3,TRU,TBA,W,2:00 PM,2:50 PM,5:30 PM,6:50 PM
CPCS 335 - أساسيات الذكاء الاصطناعي,67652,AA,MW,TBA,,9:30 AM,10:45 AM,,
CPCS 335 - أساسيات الذكاء الاصطناعي,61353,AIE,TRU,TBA,,10:00 AM,10:50 AM,,
CPCS 335 - أساسيات الذكاء الاصطناعي,73839,F1,MW,نوف عاتق الغانمي (P),,4:00 PM,5:15 PM,,
CPCS 335 - أساسيات الذكاء الاصطناعي,73842,F2,MW,كوثر مصطفى موريا (P),,5:30 PM,6:45 PM,,
CPCS 335 - أساسيات الذكاء الاصطناعي,73843,F3,MW,TBA,,7:00 PM,8:15 PM,,
CPCS 335 - أساسيات الذكاء الاصطناعي,56345,U1,TRU,TBA,,4:00 PM,4:50 PM,,
CPCS 335 - أساسيات الذكاء الاصطناعي,56346,U10,MW,TBA,,9:00 PM,10:20 PM,,
CPCS 335 - أساسيات الذكاء الاصطناعي,56347,U2,TRU,TBA,,5:00 PM,5:50 PM,,
CPCS 335 - أساسيات الذكاء الاصطناعي,56348,U3,TRU,TBA,,6:00 PM,6:50 PM,,
CPCS 335 - أساسيات الذكاء الاصطناعي,56349,U4,TRU,TBA,,7:00 PM,7:50 PM,,
CPCS 335 - أساسيات الذكاء الاصطناعي,56350,U5,TRU,TBA,,8:00 PM,8:50 PM,,
CPCS 335 - أساسيات الذكاء الاصطناعي,56351,U6,TRU,TBA,,9:00 PM,9:50 PM,,
CPCS 335 - أساسيات الذكاء الاصطناعي,56352,U7,MW,TBA,,4:00 PM,5:20 PM,,
CPCS 335 - أساسيات الذكاء الاصطناعي,56353,U8,MW,TBA,,6:00 PM,7:20 PM,,
CPCS 335 - أساسيات الذكاء الاصطناعي,56354,U9,MW,TBA,,7:30 PM,8:50 PM,عودة إلى السابق,
CPCS 336 - مقدمة في الذكاء الاصطناعي,70422,AA,MW,TBA,,1:00 PM,2:15 PM,,
CPCS 336 - مقدمة في الذكاء الاصطناعي,61354,AIA,TRU,TBA,,11:00 AM,11:50 AM,,
CPCS 336 - مقدمة في الذكاء الاصطناعي,73777,CMA,MW,اروى محمد باصبرين (P),,4:00 PM,5:15 PM,,
CPCS 336 - مقدمة في الذكاء الاصطناعي,73786,CMB,MW,اريج عباس​ مليباري (P),,4:00 PM,5:15 PM,,
CPCS 336 - مقدمة في الذكاء الاصطناعي,73788,CMC,MW,اريج عباس​ مليباري (P),,5:30 PM,6:45 PM,,
CPCS 336 - مقدمة في الذكاء الاصطناعي,73790,CMD,MW,ندى عمر باجنيد (P),,5:30 PM,6:45 PM,,
CPCS 336 - مقدمة في الذكاء الاصطناعي,73791,CME,MW,ندى عمر باجنيد (P),,7:00 PM,8:15 PM,,
CPCS 336 - مقدمة في الذكاء الاصطناعي,73793,CMF,MW,TBA,,7:00 PM,8:15 PM,,
CPCS 336 - مقدمة في الذكاء الاصطناعي,73780,CMG,TRU,لمياء فؤاد داغستانى (P),,4:00 PM,4:50 PM,,
CPCS 336 - مقدمة في الذكاء الاصطناعي,73795,CMH,TRU,TBA,,4:00 PM,4:50 PM,,
CPCS 336 - مقدمة في الذكاء الاصطناعي,73798,CMI,TRU,لمياء فؤاد داغستانى (P),,5:00 PM,5:50 PM,,
CPCS 336 - مقدمة في الذكاء الاصطناعي,73802,CMJ,TRU,TBA,,5:00 PM,5:50 PM,,
CPCS 336 - مقدمة في الذكاء الاصطناعي,73804,CMK,TRU,لمياء فؤاد داغستانى (P),,6:00 PM,6:50 PM,,
CPCS 336 - مقدمة في الذكاء الاصطناعي,73805,CML,TRU,TBA,,6:00 PM,6:50 PM,,
CPCS 336 - مقدمة في الذكاء الاصطناعي,73809,F1,MW,TBA,,5:30 PM,6:45 PM,,
CPCS 336 - مقدمة في الذكاء الاصطناعي,73827,F2,TRU,TBA,,5:00 PM,5:50 PM,,
CPCS 336 - مقدمة في الذكاء الاصطناعي,73828,F3,TRU,TBA,,6:00 PM,6:50 PM,,
CPCS 336 - مقدمة في الذكاء الاصطناعي,73835,F4,TRU,TBA,,4:00 PM,4:50 PM,,
CPCS 336 - مقدمة في الذكاء الاصطناعي,73807,IT,MW,TBA,,5:30 PM,6:45 PM,,
CPCS 336 - مقدمة في الذكاء الاصطناعي,73836,IT1,MW,TBA,,7:00 PM,8:15 PM,,
CPCS 336 - مقدمة في الذكاء الاصطناعي,73782,TUA,MW,TBA,,4:00 PM,5:15 PM,,
CPCS 336 - مقدمة في الذكاء الاصطناعي,73794,TUB,TRU,TBA,,4:00 PM,4:50 PM,,
CPCS 336 - مقدمة في الذكاء الاصطناعي,56355,U1,TRU,TBA,,4:00 PM,4:50 PM,,
CPCS 336 - مقدمة في الذكاء الاصطناعي,56356,U10,MW,TBA,,9:00 PM,10:20 PM,,
CPCS 336 - مقدمة في الذكاء الاصطناعي,56357,U2,TRU,TBA,,5:00 PM,5:50 PM,,
CPCS 336 - مقدمة في الذكاء الاصطناعي,56358,U3,TRU,TBA,,6:00 PM,6:50 PM,,
CPCS 336 - مقدمة في الذكاء الاصطناعي,56359,U4,TRU,TBA,,7:00 PM,7:50 PM,,
CPCS 336 - مقدمة في الذكاء الاصطناعي,56360,U5,TRU,TBA,,8:00 PM,8:50 PM,,
CPCS 336 - مقدمة في الذكاء الاصطناعي,56361,U6,TRU,TBA,,9:00 PM,9:50 PM,,
CPCS 336 - مقدمة في الذكاء الاصطناعي,56362,U7,MW,TBA,,4:00 PM,5:20 PM,,
CPCS 336 - مقدمة في الذكاء الاصطناعي,56363,U8,MW,TBA,,6:00 PM,7:20 PM,,
CPCS 336 - مقدمة في الذكاء الاصطناعي,56364,U9,MW,TBA,,7:30 PM,8:50 PM,عودة إلى السابق,
CPCS 351 - هندسة برمجيات 1,56365,CS1,TRU,TBA,W,4:00 PM,4:50 PM,5:30 PM,6:50 PM
CPCS 351 - هندسة برمجيات 1,56366,CS2,MW,TBA,U,2:30 PM,3:50 PM,5:30 PM,6:50 PM
CPCS 351 - هندسة برمجيات 1,56367,CS3,TRU,TBA,R,9:00 AM,9:50 AM,7:00 PM,8:20 PM
CPCS 353 - تطبيقات عملية في هندسة البرمجي,73713,BAR,MW,الاء عبدالله بافيل (P),,11:00 AM,12:15 PM,,
CPCS 353 - تطبيقات عملية في هندسة البرمجي,73714,DAR,MW,الاء عبدالله بافيل (P),,9:30 AM,10:45 AM,عودة إلى السابق,
CPCS 361 - نظم تشغيل 1,56368,CS1,M,TBA,TRU,5:30 PM,6:50 PM,9:00 AM,9:50 AM
