Course_Name,Code,Section,Days,Teacher,Lab_Days,StartTime,EndTime,LabStart,LabEnd
CPIT 425 - أمن معلومات,56688,IT1,TRU,TBA,R,10:00 AM,10:50 AM,11:00 AM,12:20 PM
CPIT 425 - أمن معلومات,56689,IT2,MW,TBA,T,9:30 AM,10:50 AM,7:00 PM,8:20 PM
CPIT 435 - تقييم الاحتياجات والتكنولوجيا,56690,IT1,TU,TBA,U,1:00 PM,1:50 PM,5:30 PM,6:20 PM
CPIT 435 - تقييم الاحتياجات والتكنولوجيا,70140,VAR,T,TBA,W,12:00 PM,1:40 PM,1:00 PM,2:20 PM
CPIT 435 - تقييم الاحتياجات والتكنولوجيا,70142,VBR,W,TBA,U,8:00 AM,9:20 AM,12:00 PM,1:40 PM
CPIT 435 - تقييم الاحتياجات والتكنولوجيا,70143,VCR,T,TBA,W,12:00 PM,1:40 PM,11:00 AM,12:20 PM
CPIT 440 - مستودعات البيانات والتنقيب,70146,CAR,TRU,TBA,R,9:00 AM,9:50 AM,1:00 PM,2:20 PM
CPIT 440 - مستودعات البيانات والتنقيب,70148,CBR,M,TBA,TRU,8:00 AM,9:20 AM,9:00 AM,9:50 AM
CPIT 440 - مستودعات البيانات والتنقيب,56691,IT1,TRU,TBA,W,10:00 AM,10:50 AM,7:00 PM,8:20 PM
CPIT 440 - مستودعات البيانات والتنقيب,70147,VAR,TRU,TBA,T,12:00 PM,12:50 PM,1:00 PM,2:20 PM
CPIT 455 - هندسة البرمجيات 2,77752,AAR,M,TBA,TRU,11:00 AM,12:20 PM,8:00 AM,8:50 AM
CPIT 455 - هندسة البرمجيات 2,56692,IT1,MW,TBA,T,1:00 PM,2:20 PM,7:00 PM,8:20 PM
CPIT 456 - اقتصاديات البرمجيات,70152,AAR,M,TBA,TRU,9:30 AM,10:50 AM,8:00 AM,8:50 AM
CPIT 456 - اقتصاديات البرمجيات,70149,EAR,M,TBA,TRU,8:00 AM,9:20 AM,10:00 AM,10:50 AM
CPIT 456 - اقتصاديات البرمجيات,56693,IT1,TRU,TBA,T,10:00 AM,10:50 AM,7:00 PM,8:20 PM
CPIT 470 - ادارة الشبكات,70158,BAR,MW,TBA,W,8:00 AM,9:15 AM,9:30 AM,10:50 AM
CPIT 470 - ادارة الشبكات,70164,DAR,MW,TBA,U,9:30 AM,10:45 AM,1:00 PM,2:20 PM
CPIT 470 - ادارة الشبكات,70163,GAR,MW,TBA,M,11:00 AM,12:15 PM,1:00 PM,2:20 PM
CPIT 470 - ادارة الشبكات,70156,IAR,MW,TBA,U,1:00 PM,2:15 PM,11:00 AM,12:20 PM
CPIT 470 - ادارة الشبكات,56694,IT1,TRU,TBA,R,9:00 AM,9:50 AM,11:00 AM,12:20 PM
CPIT 470 - ادارة الشبكات,56695,IT2,MW,TBA,M,4:00 PM,5:20 PM,5:30 PM,6:50 PM
CPIT 490 - مواضيع مختارة في تقنية المعلوم,56696,IT1,MW,TBA,,11:00 AM,12:20 PM,عودة إلى السابق,
CPIT 498 - مشروع تخرج 1,70280,01,TRU,سهير ظافر الشهري (P),,10:00 PM,10:50 PM,,
CPIT 498 - مشروع تخرج 1,70281,02,TRU,شرين رشيد سيف الدين (P),,10:00 PM,10:50 PM,,
CPIT 498 - مشروع تخرج 1,70282,03,TRU,حنان مرزوق العتيبي (P),,10:00 PM,10:50 PM,,
CPIT 498 - مشروع تخرج 1,70283,04,TRU,منال معتوق كلكتاوي (P),,10:00 PM,10:50 PM,,
CPIT 498 - مشروع تخرج 1,70284,05,TRU,ندى محمد المانع (P),,10:00 PM,10:50 PM,,
CPIT 498 - مشروع تخرج 1,70285,06,TRU,تغريد عبدالله الغامدي (P),,9:00 PM,9:50 PM,,
CPIT 498 - مشروع تخرج 1,70286,07,TRU,هبه علي البطاطي (P),,9:00 PM,9:50 PM,,
CPIT 498 - مشروع تخرج 1,70287,08,TRU,TBA,,9:00 PM,9:50 PM,,
CPIT 498 - مشروع تخرج 1,70288,09,TRU,TBA,,9:00 PM,9:50 PM,,
CPIT 498 - مشروع تخرج 1,56697,T01,TRU,TBA,,7:00 AM,7:50 AM,,
CPIT 498 - مشروع تخرج 1,56698,T02,TRU,TBA,,8:00 AM,8:50 AM,,
CPIT 498 - مشروع تخرج 1,56699,T03,TRU,TBA,,9:00 PM,9:50 PM,,
CPIT 498 - مشروع تخرج 1,56700,T04,TRU,TBA,,10:00 PM,10:50 PM,,
CPIT 498 - مشروع تخرج 1,56701,T05,TRU,TBA,,11:00 PM,11:50 PM,,
CPIT 498 - مشروع تخرج 1,56702,T06,TRU,TBA,,7:00 AM,7:50 AM,,
CPIT 498 - مشروع تخرج 1,56703,T07,TRU,TBA,,8:00 AM,8:50 AM,,
CPIT 498 - مشروع تخرج 1,56704,T08,TRU,TBA,,9:00 PM,9:50 PM,,
CPIT 498 - مشروع تخرج 1,56705,T09,TRU,TBA,,10:00 PM,10:50 PM,,
CPIT 498 - مشروع تخرج 1,56706,T10,TRU,TBA,,11:00 PM,11:50 PM,,
CPIT 498 - مشروع تخرج 1,56707,T11,TRU,TBA,,7:00 AM,7:50 AM,,
CPIT 498 - مشروع تخرج 1,56708,T12,TRU,TBA,,8:00 AM,8:50 AM,,
CPIT 498 - مشروع تخرج 1,56709,T13,TRU,TBA,,9:00 PM,9:50 PM,,
CPIT 498 - مشروع تخرج 1,56710,T14,TRU,TBA,,10:00 PM,10:50 PM,,
CPIT 498 - مشروع تخرج 1,56711,T15,TRU,TBA,,11:00 PM,11:50 PM,,
CPIT 498 - مشروع تخرج 1,56712,T16,TRU,TBA,,7:00 AM,7:50 AM,,
CPIT 498 - مشروع تخرج 1,56713,T17,TRU,TBA,,8:00 AM,8:50 AM,,
CPIT 498 - مشروع تخرج 1,56714,T18,TRU,TBA,,9:00 PM,9:50 PM,,
CPIT 498 - مشروع تخرج 1,56715,T19,TRU,TBA,,10:00 PM,10:50 PM,,
CPIT 498 - مشروع تخرج 1,56716,T20,TRU,TBA,,11:00 PM,11:50 PM,,
CPIT 498 - مشروع تخرج 1,56717,T21,TRU,TBA,,7:00 AM,7:50 AM,,
CPIT 498 - مشروع تخرج 1,56718,T22,TRU,TBA,,8:00 AM,8:50 AM,,
CPIT 498 - مشروع تخرج 1,56719,T23,TRU,TBA,,9:00 PM,9:50 PM,,
CPIT 498 - مشروع تخرج 1,56720,T24,TRU,TBA,,10:00 PM,10:50 PM,,
CPIT 498 - مشروع تخرج 1,56721,T25,TRU,TBA,,11:00 PM,11:50 PM,,
CPIT 498 - مشروع تخرج 1,56722,T26,TRU,TBA,,7:00 AM,7:50 AM,,
CPIT 498 - مشروع تخرج 1,56723,T27,TRU,TBA,,8:00 AM,8:50 AM,,
CPIT 498 - مشروع تخرج 1,56724,T28,TRU,TBA,,9:00 PM,9:50 PM,,
CPIT 498 - مشروع تخرج 1,56725,T29,TRU,TBA,,10:00 PM,10:50 PM,,
CPIT 498 - مشروع تخرج 1,56726,T30,TRU,TBA,,11:00 PM,11:50 PM,,
CPIT 498 - مشروع تخرج 1,56727,T31,TRU,TBA,,7:00 AM,7:50 AM,,
CPIT 498 - مشروع تخرج 1,56728,T32,TRU,TBA,,8:00 AM,8:50 AM,,
CPIT 498 - مشروع تخرج 1,56729,T33,TRU,TBA,,9:00 PM,9:50 PM,,
CPIT 498 - مشروع تخرج 1,56730,T34,TRU,TBA,,10:00 PM,10:50 PM,,
CPIT 498 - مشروع تخرج 1,56731,T35,TRU,TBA,,11:00 PM,11:50 PM,,
CPIT 498 - مشروع تخرج 1,56732,T36,TRU,TBA,,7:00 AM,7:50 AM,,
CPIT 498 - مشروع تخرج 1,56733,T37,TRU,TBA,,8:00 AM,8:50 AM,,
CPIT 498 - مشروع تخرج 1,56734,T38,TRU,TBA,,9:00 PM,9:50 PM,,
CPIT 498 - مشروع تخرج 1,56735,T39,TRU,TBA,,10:00 PM,10:50 PM,,
CPIT 498 - مشروع تخرج 1,56736,T40,TRU,TBA,,11:00 PM,11:50 PM,عودة إلى السابق,
CPIT 499 - مشروع تخرج 2,70289,01,TRU,ميسون فؤاد ابوالخير (P),,10:00 PM,10:50 PM,,
CPIT 499 - مشروع تخرج 2,70291,02,TRU,ريم متعب العتيبي (P),,10:00 PM,10:50 PM,,
CPIT 499 - مشروع تخرج 2,70294,03,TRU,وفاء عدنان السقاف (P),,10:00 PM,10:50 PM,,
CPIT 499 - مشروع تخرج 2,70295,04,TRU,منيرة محمد طيلب (P),,10:00 PM,10:50 PM,,
CPIT 499 - مشروع تخرج 2,70296,05,TRU,دعاء طلال سناري (P),,10:00 PM,10:50 PM,,
CPIT 499 - مشروع تخرج 2,70298,06,TRU,هند عبيدالله المصباحي (P),,10:00 PM,10:50 PM,,
CPIT 499 - مشروع تخرج 2,70300,07,TRU,ايناس​ فوزي خيرالله (P),,10:00 PM,10:50 PM,,
CPIT 499 - مشروع تخرج 2,70301,08,TRU,نور عمر باجنيد (P),,10:00 PM,10:50 PM,,
CPIT 499 - مشروع تخرج 2,70303,09,TRU,عبير غازي المكي (P),,10:00 PM,10:50 PM,,
CPIT 499 - مشروع تخرج 2,70305,10,TRU,ليندا فارس محيسن (P),,10:00 PM,10:50 PM,,
CPIT 499 - مشروع تخرج 2,70307,11,TRU,فلوه عبدالكريم أبو خضير (P),,10:00 PM,10:50 PM,,
CPIT 499 - مشروع تخرج 2,70309,12,TRU,منال سرحان بايوسف (P),,10:00 PM,10:50 PM,,
CPIT 499 - مشروع تخرج 2,70312,13,TRU,مياده احمدديب المصري (P),,9:00 PM,9:50 PM,,
CPIT 499 - مشروع تخرج 2,70314,14,TRU,سعاد احمد باعويضان (P),,9:00 PM,9:50 PM,,
CPIT 499 - مشروع تخرج 2,70315,15,TRU,عفراء زهير عطيه (P),,9:00 PM,9:50 PM,,
CPIT 499 - مشروع تخرج 2,70318,16,TRU,تغريد عمر باقيس​ (P),,9:00 PM,9:50 PM,,
CPIT 499 - مشروع تخرج 2,70319,17,TRU,عبير محمد حكيم (P),,9:00 PM,9:50 PM,,
CPIT 499 - مشروع تخرج 2,70321,18,TRU,فاطمه عمر بامشموس​ (P),,9:00 PM,9:50 PM,,
CPIT 499 - مشروع تخرج 2,70323,19,TRU,عائشه علي عسيري (P),,9:00 PM,9:50 PM,,
CPIT 499 - مشروع تخرج 2,70325,20,TRU,منى غطيش الخزاعي (P),,9:00 PM,9:50 PM,,
CPIT 499 - مشروع تخرج 2,70326,21,TRU,رانيا مسعد الحازمي (P),,9:00 PM,9:50 PM,,
CPIT 499 - مشروع تخرج 2,70328,22,TRU,عنود حسن هجرس​ الحازمي (P),,9:00 PM,9:50 PM,,
CPIT 499 - مشروع تخرج 2,70329,23,TRU,TBA,,9:00 PM,9:50 PM,,
CPIT 499 - مشروع تخرج 2,70330,24,TRU,TBA,,9:00 PM,9:50 PM,,
CPIT 499 - مشروع تخرج 2,56737,T01,TRU,TBA,,7:00 AM,7:50 AM,,
CPIT 499 - مشروع تخرج 2,56738,T02,TRU,TBA,,8:00 AM,8:50 AM,,
CPIT 499 - مشروع تخرج 2,56739,T03,TRU,TBA,,9:00 PM,9:50 PM,,
CPIT 499 - مشروع تخرج 2,56740,T04,TRU,TBA,,10:00 PM,10:50 PM,,
CPIT 499 - مشروع تخرج 2,56741,T05,TRU,TBA,,11:00 PM,11:50 PM,,
CPIT 499 - مشروع تخرج 2,56742,T06,TRU,TBA,,7:00 AM,7:50 AM,,
CPIT 499 - مشروع تخرج 2,56743,T07,TRU,TBA,,8:00 AM,8:50 AM,,
CPIT 499 - مشروع تخرج 2,56744,T08,TRU,TBA,,9:00 PM,9:50 PM,,
CPIT 499 - مشروع تخرج 2,56745,T09,TRU,TBA,,10:00 PM,10:50 PM,,
CPIT 499 - مشروع تخرج 2,56746,T10,TRU,TBA,,11:00 PM,11:50 PM,,
CPIT 499 - مشروع تخرج 2,56747,T11,TRU,TBA,,7:00 AM,7:50 AM,,
CPIT 499 - مشروع تخرج 2,56748,T12,TRU,TBA,,8:00 AM,8:50 AM,,
CPIT 499 - مشروع تخرج 2,56749,T13,TRU,TBA,,9:00 PM,9:50 PM,,
CPIT 499 - مشروع تخرج 2,56750,T14,TRU,TBA,,10:00 PM,10:50 PM,,
CPIT 499 - مشروع تخرج 2,56751,T15,TRU,TBA,,11:00 PM,11:50 PM,,
CPIT 499 - مشروع تخرج 2,56752,T16,TRU,TBA,,7:00 AM,7:50 AM,,
CPIT 499 - مشروع تخرج 2,56753,T17,TRU,TBA,,8:00 AM,8:50 AM,,
CPIT 499 - مشروع تخرج 2,56754,T18,TRU,TBA,,9:00 PM,9:50 PM,,
CPIT 499 - مشروع تخرج 2,56755,T19,TRU,TBA,,10:00 PM,10:50 PM,,
CPIT 499 - مشروع تخرج 2,56756,T20,TRU,TBA,,11:00 PM,11:50 PM,,
CPIT 499 - مشروع تخرج 2,56757,T21,TRU,TBA,,7:00 AM,7:50 AM,,
CPIT 499 - مشروع تخرج 2,56758,T22,TRU,TBA,,8:00 AM,8:50 AM,,
CPIT 499 - مشروع تخرج 2,56759,T23,TRU,TBA,,9:00 PM,9:50 PM,,
CPIT 499 - مشروع تخرج 2,56760,T24,TRU,TBA,,10:00 PM,10:50 PM,,
CPIT 499 - مشروع تخرج 2,56761,T25,TRU,TBA,,11:00 PM,11:50 PM,,
CPIT 499 - مشروع تخرج 2,56762,T26,TRU,TBA,,7:00 AM,7:50 AM,,
CPIT 499 - مشروع تخرج 2,56763,T27,TRU,TBA,,8:00 AM,8:50 AM,,
CPIT 499 - مشروع تخرج 2,56764,T28,TRU,TBA,,9:00 PM,9:50 PM,,
CPIT 499 - مشروع تخرج 2,56765,T29,TRU,TBA,,10:00 PM,10:50 PM,,
CPIT 499 - مشروع تخرج 2,56766,T30,TRU,TBA,,11:00 PM,11:50 PM,,
CPIT 499 - مشروع تخرج 2,56767,T31,TRU,TBA,,7:00 AM,7:50 AM,,
CPIT 499 - مشروع تخرج 2,56768,T32,TRU,TBA,,8:00 AM,8:50 AM,,
CPIT 499 - مشروع تخرج 2,56769,T33,TRU,TBA,,9:00 PM,9:50 PM,,
CPIT 499 - مشروع تخرج 2,56770,T34,TRU,TBA,,10:00 PM,10:50 PM,,
CPIT 499 - مشروع تخرج 2,56771,T35,TRU,TBA,,11:00 PM,11:50 PM,,
CPIT 499 - مشروع تخرج 2,56772,T36,TRU,TBA,,7:00 AM,7:50 AM,,
CPIT 499 - مشروع تخرج 2,56773,T37,TRU,TBA,,8:00 AM,8:50 AM,,
CPIT 499 - مشروع تخرج 2,56774,T38,TRU,TBA,,9:00 PM,9:50 PM,,
CPIT 499 - مشروع تخرج 2,56775,T39,TRU,TBA,,10:00 PM,10:50 PM,,
CPIT 499 - مشروع تخرج 2,56776,T40,TRU,TBA,,11:00 PM,11:50 PM,,
CPIT 499 - مشروع تخرج 2,56777,T41,TRU,TBA,,7:00 AM,7:50 AM,,
CPIT 499 - مشروع تخرج 2,56778,T42,TRU,TBA,,8:00 AM,8:50 AM,,
CPIT 499 - مشروع تخرج 2,56779,T43,TRU,TBA,,9:00 PM,9:50 PM,,
CPIT 499 - مشروع تخرج 2,56780,T44,TRU,TBA,,10:00 PM,10:50 PM,,
CPIT 499 - مشروع تخرج 2,56781,T45,TRU,TBA,,11:00 PM,11:50 PM,عودة إلى السابق,
CPIS 210 - تنظيم وبنيان الحاسب,71795,GAR,MW,امينه حسن قملو (P),T,11:00 AM,12:15 PM,9:30 AM,10:50 AM
CPIS 210 - تنظيم وبنيان الحاسب,56429,IS1,M,TBA,TRU,7:00 PM,8:20 PM,9:00 AM,9:50 AM
CPIS 210 - تنظيم وبنيان الحاسب,56430,IS2,MW,TBA,R,11:00 AM,12:20 PM,5:30 PM,6:50 PM
CPIS 220 - مبادئ نظم المعلومات,71857,DAR,MW,دانيه مسفر الجعيد (P),M,9:30 AM,10:45 AM,11:00 AM,12:20 PM
CPIS 220 - مبادئ نظم المعلومات,71855,EAR,TRU,هناء علي المغربي (P),W,10:00 AM,10:50 AM,11:00 AM,12:20 PM
CPIS 220 - مبادئ نظم المعلومات,71854,IAR,MW,امينه حسن قملو (P),M,1:00 PM,2:15 PM,8:00 AM,9:20 AM
CPIS 220 - مبادئ نظم المعلومات,56431,IS1,MW,TBA,U,4:00 PM,5:20 PM,7:00 PM,8:20 PM
CPIS 220 - مبادئ نظم المعلومات,56432,IS2,MW,TBA,R,9:30 AM,10:50 AM,11:00 AM,12:20 PM
CPIS 220 - مبادئ نظم المعلومات,56433,IS3,MW,TBA,R,11:00 AM,12:20 PM,5:30 PM,6:50 PM
CPIS 220 - مبادئ نظم المعلومات,71856,VAR,TRU,هناء علي المغربي (P),W,12:00 PM,12:50 PM,11:00 AM,12:20 PM
CPIS 222 - مبادىءنظم التشغيل,71859,GAR,MW,دانيه مسفر الجعيد (P),T,11:00 AM,12:15 PM,1:00 PM,2:20 PM
CPIS 222 - مبادىءنظم التشغيل,71861,IAR,MW,دانيه مسفر الجعيد (P),T,1:00 PM,2:15 PM,2:30 PM,3:50 PM
CPIS 222 - مبادىءنظم التشغيل,56434,IS1,TRU,TBA,U,3:00 PM,3:50 PM,5:30 PM,6:50 PM
CPIS 222 - مبادىءنظم التشغيل,56435,IS2,MW,TBA,R,4:00 PM,5:20 PM,5:30 PM,6:50 PM
CPIS 222 - مبادىءنظم التشغيل,56436,IS3,TRU,TBA,T,1:00 PM,1:50 PM,5:30 PM,6:50 PM
CPIS 240 - نظم ادارة قواعد البيانات,71862,BAR,MW,شيماء محمد سلامه (P),T,8:00 AM,9:15 AM,2:30 PM,3:50 PM
CPIS 240 - نظم ادارة قواعد البيانات,71958,DAR,MW,شيماء محمد سلامه (P),R,9:30 AM,10:45 AM,1:00 PM,2:20 PM
CPIS 240 - نظم ادارة قواعد البيانات,56437,IS1,MW,TBA,U,9:30 AM,10:50 AM,7:00 PM,8:20 PM
CPIS 240 - نظم ادارة قواعد البيانات,56438,IS2,MW,TBA,U,11:00 AM,12:20 PM,5:30 PM,6:50 PM
CPIS 240 - نظم ادارة قواعد البيانات,56439,IS3,M,TBA,TRU,7:00 PM,8:20 PM,3:00 PM,3:50 PM
CPIS 241 - مقدمةفي ادارة قواعد البيانات,71078,AAR,TRU,TBA,,10:00 AM,10:50 AM,,
CPIS 241 - مقدمةفي ادارة قواعد البيانات,71072,CAR,TRU,TBA,,9:00 AM,9:50 AM,,
CPIS 241 - مقدمةفي ادارة قواعد البيانات,56440,IS1,M,TBA,TRU,7:00 PM,8:20 PM,3:00 PM,3:50 PM
CPIS 241 - مقدمةفي ادارة قواعد البيانات,56441,IS2,TRU,TBA,W,1:00 PM,1:50 PM,7:00 PM,8:20 PM
CPIS 250 - هندسة البرمجيات,71960,CAR,M,سحر حسن فلاته ,TRU,1:00 PM,2:20 PM,9:00 AM,9:50 AM
CPIS 250 - هندسة البرمجيات,71961,EAR,M,سحر حسن فلاته ,TRU,11:00 AM,12:20 PM,10:00 AM,10:50 AM
CPIS 250 - هندسة البرمجيات,56442,IS1,M,TBA,TRU,7:00 PM,8:20 PM,4:00 PM,4:50 PM
CPIS 250 - هندسة البرمجيات,56443,IS2,MW,TBA,W,1:00 PM,2:20 PM,7:00 PM,8:20 PM
CPIS 250 - هندسة البرمجيات,56444,IS3,TRU,TBA,T,10:00 AM,10:50 AM,5:30 PM,6:50 PM
CPIS 312 - أمن المعلومات والحاسبات,71962,AAR,TRU,ايمان سالم الاشولي (P),T,8:00 AM,8:50 AM,1:00 PM,2:20 PM
CPIS 312 - أمن المعلومات والحاسبات,71963,CAR,TRU,ايمان سالم الاشولي (P),U,9:00 AM,9:50 AM,11:00 AM,12:20 PM
CPIS 312 - أمن المعلومات والحاسبات,56445,IS1,MW,TBA,W,2:30 PM,3:50 PM,5:30 PM,6:50 PM
CPIS 312 - أمن المعلومات والحاسبات,56446,IS2,TRU,TBA,R,9:00 AM,9:50 AM,11:00 AM,12:20 PM
CPIS 312 - أمن المعلومات والحاسبات,56447,IS3,MW,TBA,W,11:00 AM,12:20 PM,4:00 PM,5:20 PM
CPIS 320 - نظرية ونظم دعم القرار,56448,IS1,MW,TBA,M,9:30 AM,10:50 AM,4:00 PM,5:20 PM
CPIS 320 - نظرية ونظم دعم القرار,56449,IS2,TRU,TBA,W,9:00 AM,9:50 AM,7:00 PM,8:20 PM
CPIS 334 - مقدمة ادارة مشاريع النظم البرم,56455,CS1,M,TBA,RU,4:00 PM,4:50 PM,1:00 PM,1:50 PM
CPIS 334 - مقدمة ادارة مشاريع النظم البرم,56456,CS2,MW,TBA,T,1:00 PM,1:50 PM,7:00 PM,7:50 PM
CPIS 334 - مقدمة ادارة مشاريع النظم البرم,71968,CSA,T,TBA,R,12:00 PM,1:40 PM,1:00 PM,2:20 PM
CPIS 334 - مقدمة ادارة مشاريع النظم البرم,71967,CSB,R,TBA,U,9:30 AM,10:50 AM,12:00 PM,1:40 PM
CPIS 334 - مقدمة ادارة مشاريع النظم البرم,71964,CSC,R,TBA,R,8:00 AM,9:20 AM,12:00 PM,1:40 PM
CPIS 334 - مقدمة ادارة مشاريع النظم البرم,71966,IS,M,TBA,TU,2:30 PM,3:50 PM,10:00 AM,10:50 AM
CPIS 334 - مقدمة ادارة مشاريع النظم البرم,56457,IS1,M,TBA,TU,5:30 PM,6:50 PM,9:00 AM,9:50 AM
CPIS 334 - مقدمة ادارة مشاريع النظم البرم,56458,IS2,MW,TBA,W,9:30 AM,10:20 AM,4:00 PM,4:50 PM
CPIS 334 - مقدمة ادارة مشاريع النظم البرم,71965,IT,M,TBA,W,1:00 PM,2:40 PM,1:00 PM,2:20 PM
CPIS 334 - مقدمة ادارة مشاريع النظم البرم,56459,IT1,MW,TBA,R,2:30 PM,3:20 PM,7:00 PM,7:50 PM
CPIS 334 - مقدمة ادارة مشاريع النظم البرم,56460,IT2,TU,TBA,U,10:00 AM,10:50 AM,5:30 PM,6:20 PM
CPIS 342 - مستودعات البيانات والتنقيب,72731,CAR,M,ريهام عماد ابوالحمائل ,TRU,8:00 AM,9:20 AM,9:00 AM,9:50 AM
CPIS 342 - مستودعات البيانات والتنقيب,71970,EAR,TRU,اميمه عبدالله المطرفي (P),W,10:00 AM,10:50 AM,1:00 PM,2:20 PM
CPIS 342 - مستودعات البيانات والتنقيب,56461,IS1,MW,TBA,R,11:00 AM,12:20 PM,7:00 PM,8:20 PM
CPIS 342 - مستودعات البيانات والتنقيب,56462,IS2,TRU,TBA,U,1:00 PM,1:50 PM,7:00 PM,8:20 PM
CPIS 350 - نماذج تصميم النظم,56463,IS1,MW,TBA,T,3:00 PM,4:20 PM,2:00 PM,3:20 PM
