Course_Name,Code,Section,Days,Teacher,Lab_Days,StartTime,EndTime,LabStart,LabEnd
CPIS 351 - تحليل وتصميم نظم المعلومات,71973,IAR,MW,سحر حسين جمبي (P),U,1:00 PM,2:15 PM,11:00 AM,12:20 PM
CPIS 351 - تحليل وتصميم نظم المعلومات,56464,IS1,TRU,TBA,T,2:00 PM,2:50 PM,5:30 PM,6:50 PM
CPIS 351 - تحليل وتصميم نظم المعلومات,56465,IS2,MW,TBA,W,4:00 PM,5:20 PM,5:30 PM,6:50 PM
CPIS 352 - تطوير تطبيقات نظم المعلومات,71974,BAR,MW,فوزيه عقاب الزهراني (P),M,8:00 AM,9:20 AM,9:30 AM,10:50 AM
CPIS 352 - تطوير تطبيقات نظم المعلومات,71975,DAR,MW,فوزيه عقاب الزهراني (P),M,9:30 AM,10:45 AM,1:00 PM,2:20 PM
CPIS 352 - تطوير تطبيقات نظم المعلومات,56466,IS1,TRU,TBA,U,10:00 AM,10:50 AM,7:00 PM,8:20 PM
CPIS 352 - تطوير تطبيقات نظم المعلومات,56467,IS2,MW,TBA,M,2:30 PM,3:50 PM,7:00 PM,8:20 PM
CPIS 352 - تطوير تطبيقات نظم المعلومات,56468,IS3,TRU,TBA,U,1:00 PM,1:50 PM,7:00 PM,8:20 PM
CPIS 354 - مبادىءالاتصال بين الانسان والح,71976,AAR,TRU,هند حسن بيطار (P),R,8:00 AM,8:50 AM,9:30 AM,10:50 AM
CPIS 354 - مبادىءالاتصال بين الانسان والح,56469,IS1,MW,TBA,U,1:00 PM,2:20 PM,5:30 PM,6:50 PM
CPIS 354 - مبادىءالاتصال بين الانسان والح,56470,IS2,TRU,TBA,U,4:00 PM,4:50 PM,7:00 PM,8:20 PM
CPIS 357 - مقدمة في جودة البرمجيات واختبا,71980,GAR,MW,ثريا احمد الغامدي (P),W,11:00 AM,12:15 PM,9:30 AM,10:50 AM
CPIS 357 - مقدمة في جودة البرمجيات واختبا,56471,IS1,TRU,TBA,R,3:00 PM,3:50 PM,5:30 PM,6:50 PM
CPIS 357 - مقدمة في جودة البرمجيات واختبا,56472,IS2,MW,TBA,W,1:00 PM,2:20 PM,7:00 PM,8:20 PM
CPIS 357 - مقدمة في جودة البرمجيات واختبا,71982,KAR,MW,ثريا احمد الغامدي (P),W,2:30 PM,3:45 PM,8:00 AM,9:20 AM
CPIS 358 - تطوير تطبيقات الانترنيت وبرمجي,71984,BAR,MW,امل حامد الحربي (P),M,8:00 AM,9:15 AM,9:30 AM,10:50 AM
CPIS 358 - تطوير تطبيقات الانترنيت وبرمجي,56473,IS1,TRU,TBA,U,4:00 PM,4:50 PM,11:00 AM,12:20 PM
CPIS 358 - تطوير تطبيقات الانترنيت وبرمجي,56474,IS2,M,TBA,TRU,5:30 PM,6:50 PM,10:00 AM,10:50 AM
CPIS 363 - النظم الذكية,72085,CAR,TRU,حنان صالح الغامدي (P),R,9:00 AM,9:50 AM,11:00 AM,12:20 PM
CPIS 363 - النظم الذكية,72091,EAR,TRU,حنان صالح الغامدي (P),R,10:00 AM,10:50 AM,2:30 PM,3:50 PM
CPIS 370 - مبادىءشبكات البيانات,71985,BAR,MW,سحر خالد بدري (P),W,8:00 AM,9:15 AM,11:00 AM,12:20 PM
CPIS 370 - مبادىءشبكات البيانات,71986,DAR,MW,سحر خالد بدري (P),W,9:30 AM,10:45 AM,1:00 PM,2:20 PM
CPIS 370 - مبادىءشبكات البيانات,56475,IS1,TRU,TBA,R,10:00 AM,10:50 AM,11:00 AM,12:20 PM
CPIS 370 - مبادىءشبكات البيانات,56476,IS2,MW,TBA,W,2:30 PM,3:50 PM,5:30 PM,6:50 PM
CPIS 380 - مقدمه في نظم الاعمال الالكترون,71988,AAR,TRU,غاده احمد عامودي (P),R,8:00 AM,8:50 AM,11:00 AM,12:50 PM
CPIS 380 - مقدمه في نظم الاعمال الالكترون,71990,EAR,TRU,غاده احمد عامودي (P),R,10:00 AM,10:50 AM,1:00 PM,2:20 PM
CPIS 380 - مقدمه في نظم الاعمال الالكترون,56478,IS1,MW,TBA,R,9:30 AM,10:50 AM,7:00 PM,8:20 PM
CPIS 380 - مقدمه في نظم الاعمال الالكترون,56479,IS2,M,TBA,TRU,5:30 PM,6:50 PM,1:00 PM,1:50 PM
CPIS 382 - تطوير الانظمة الالكترونية وتصم,72092,GAR,MW,سحر حسين جمبي (P),M,9:30 AM,10:45 AM,11:00 AM,12:20 PM
CPIS 382 - تطوير الانظمة الالكترونية وتصم,56480,IS1,MW,TBA,T,11:00 AM,12:20 PM,7:00 PM,8:20 PM
CPIS 382 - تطوير الانظمة الالكترونية وتصم,56481,IS2,MW,TBA,R,9:00 AM,10:20 AM,11:00 AM,12:20 PM
CPIS 420 - أساليب دعم اتخاذ القرار,72096,DAR,MW,ثريا احمد الغامدي (P),U,9:30 AM,10:45 AM,1:00 PM,2:20 PM
CPIS 420 - أساليب دعم اتخاذ القرار,72095,EAR,TRU,حليمة ادريس سمرا (P),T,10:00 AM,10:50 AM,1:00 PM,2:20 PM
CPIS 420 - أساليب دعم اتخاذ القرار,56482,IS1,TRU,TBA,T,2:00 PM,2:50 PM,7:00 PM,8:20 PM
CPIS 420 - أساليب دعم اتخاذ القرار,56483,IS2,TRU,TBA,W,10:00 AM,10:50 AM,11:00 AM,12:20 PM
CPIS 424 - نظم النمذجة والمحاكاة,56484,IS1,TRU,TBA,W,10:00 AM,10:50 AM,7:00 PM,8:20 PM
CPIS 424 - نظم النمذجة والمحاكاة,56485,IS2,M,TBA,TRU,7:00 PM,8:20 PM,2:00 PM,2:50 PM
CPIS 428 - مواضيع وقضايا معلوماتية,72113,CS,U,TBA,,12:00 PM,1:40 PM,,
CPIS 428 - مواضيع وقضايا معلوماتية,56486,CS1,TU,TBA,,2:00 PM,2:50 PM,,
CPIS 428 - مواضيع وقضايا معلوماتية,56487,CS2,TU,TBA,,4:00 PM,4:50 PM,,
CPIS 428 - مواضيع وقضايا معلوماتية,72110,IS,MW,TBA,,1:00 PM,2:15 PM,,
CPIS 428 - مواضيع وقضايا معلوماتية,56488,IS1,MW,TBA,,4:00 PM,4:50 PM,,
CPIS 428 - مواضيع وقضايا معلوماتية,56489,IS2,MW,TBA,,10:00 AM,10:50 AM,,
CPIS 428 - مواضيع وقضايا معلوماتية,56490,IT1,MW,TBA,,2:30 PM,3:20 PM,,
CPIS 428 - مواضيع وقضايا معلوماتية,56491,IT2,MW,TBA,,9:00 AM,9:50 AM,,
CPIS 428 - مواضيع وقضايا معلوماتية,72112,ITA,U,TBA,,12:00 PM,1:40 PM,,
CPIS 428 - مواضيع وقضايا معلوماتية,71993,ITB,T,TBA,,12:00 PM,1:40 PM,,
CPIS 428 - مواضيع وقضايا معلوماتية,72111,ITC,R,TBA,,12:00 PM,1:40 PM,عودة إلى السابق,
CPIS 434 - استراتيجيات وسياسات نظم المعلو,71995,DAR,MW,هناء محمد صالح نمنكاني (P),,9:30 AM,10:45 AM,,
CPIS 434 - استراتيجيات وسياسات نظم المعلو,71996,GAR,MW,هناء محمد صالح نمنكاني (P),,11:00 AM,12:15 PM,,
CPIS 434 - استراتيجيات وسياسات نظم المعلو,56492,IS1,TRU,TBA,W,10:00 AM,10:50 AM,5:30 PM,6:50 PM
CPIS 434 - استراتيجيات وسياسات نظم المعلو,56493,IS2,TRU,TBA,R,2:00 PM,2:50 PM,3:00 PM,4:20 PM
CPIS 434 - استراتيجيات وسياسات نظم المعلو,56494,IS3,MW,TBA,W,3:00 PM,4:20 PM,9:00 AM,10:20 AM
CPIS 483 - تطبيقات الانظمة الالكترونية,56495,IS1,MW,TBA,M,1:00 PM,2:20 PM,5:30 PM,6:50 PM
CPIS 483 - تطبيقات الانظمة الالكترونية,56496,IS2,TRU,TBA,W,2:00 PM,2:50 PM,9:30 AM,10:50 AM
CPIS 486 - استراتيجيات الاعمال الالكتروني,56497,IS1,TRU,TBA,R,1:00 PM,1:50 PM,4:00 PM,5:20 PM
CPIS 486 - استراتيجيات الاعمال الالكتروني,56498,IS2,MW,TBA,U,11:00 AM,12:20 PM,2:00 PM,3:20 PM
CPIS 490 - مواضيع مختارة في نظم المعلومات,72098,AAR,TRU,كوثر عبدالاله صعيدي (P),R,8:00 AM,8:50 AM,1:00 PM,2:00 PM
CPIS 490 - مواضيع مختارة في نظم المعلومات,56499,IS1,MW,TBA,U,9:30 AM,10:50 AM,11:00 AM,12:20 PM
CPIS 490 - مواضيع مختارة في نظم المعلومات,56500,IS2,TRU,TBA,R,4:00 PM,4:50 PM,5:30 PM,6:50 PM
CPIS 498 - مشروع تخرج 1,72249,01,TRU,TBA,,10:00 PM,10:50 PM,,
CPIS 498 - مشروع تخرج 1,72252,02,TRU,TBA,,10:00 PM,10:50 PM,,
CPIS 498 - مشروع تخرج 1,72254,03,TRU,TBA,,10:00 PM,10:50 PM,,
CPIS 498 - مشروع تخرج 1,72256,04,TRU,TBA,,10:00 PM,10:50 PM,,
CPIS 498 - مشروع تخرج 1,72257,05,TRU,TBA,,10:00 PM,10:50 PM,,
CPIS 498 - مشروع تخرج 1,72258,06,TRU,TBA,,10:00 PM,10:50 PM,,
CPIS 498 - مشروع تخرج 1,72259,07,TRU,TBA,,10:00 PM,10:50 PM,,
CPIS 498 - مشروع تخرج 1,72261,08,TRU,TBA,,10:00 PM,10:50 PM,,
CPIS 498 - مشروع تخرج 1,72262,09,TRU,TBA,,9:00 PM,9:50 PM,,
CPIS 498 - مشروع تخرج 1,72263,10,TRU,TBA,,9:00 PM,9:50 PM,,
CPIS 498 - مشروع تخرج 1,72264,11,TRU,TBA,,9:00 PM,9:50 PM,,
CPIS 498 - مشروع تخرج 1,72266,12,TRU,TBA,,9:00 PM,9:50 PM,,
CPIS 498 - مشروع تخرج 1,72267,13,TRU,TBA,,9:00 PM,9:50 PM,,
CPIS 498 - مشروع تخرج 1,72269,14,TRU,TBA,,9:00 PM,9:50 PM,,
CPIS 498 - مشروع تخرج 1,72270,15,TRU,TBA,,9:00 PM,9:50 PM,,
CPIS 498 - مشروع تخرج 1,56501,S01,TRU,TBA,,7:00 AM,7:50 AM,,
CPIS 498 - مشروع تخرج 1,56502,S02,TRU,TBA,,8:00 AM,8:50 AM,,
CPIS 498 - مشروع تخرج 1,56503,S03,TRU,TBA,,9:00 PM,9:50 PM,,
CPIS 498 - مشروع تخرج 1,56504,S04,TRU,TBA,,10:00 PM,10:50 PM,,
CPIS 498 - مشروع تخرج 1,56505,S05,TRU,TBA,,11:00 PM,11:50 PM,,
CPIS 498 - مشروع تخرج 1,56506,S06,MW,TBA,,6:30 AM,7:50 AM,,
CPIS 498 - مشروع تخرج 1,56507,S07,MW,TBA,,8:00 AM,9:20 AM,,
CPIS 498 - مشروع تخرج 1,56508,S08,MW,TBA,,9:00 PM,10:20 PM,,
CPIS 498 - مشروع تخرج 1,56509,S09,MW,TBA,,10:30 PM,11:50 PM,,
CPIS 498 - مشروع تخرج 1,56510,S10,TRU,TBA,,7:00 AM,7:50 AM,,
CPIS 498 - مشروع تخرج 1,56511,S12,TRU,TBA,,8:00 AM,8:50 AM,,
CPIS 498 - مشروع تخرج 1,56512,S13,TRU,TBA,,9:00 PM,9:50 PM,,
CPIS 498 - مشروع تخرج 1,56513,S14,TRU,TBA,,10:00 PM,10:50 PM,,
CPIS 498 - مشروع تخرج 1,56514,S15,TRU,TBA,,11:00 PM,11:50 PM,,
CPIS 498 - مشروع تخرج 1,56515,S16,TRU,TBA,,7:00 AM,7:50 AM,,
CPIS 498 - مشروع تخرج 1,56516,S17,MW,TBA,,6:30 AM,7:50 AM,,
CPIS 498 - مشروع تخرج 1,56517,S18,MW,TBA,,8:00 AM,9:20 AM,,
CPIS 498 - مشروع تخرج 1,56518,S19,MW,TBA,,9:00 PM,10:20 PM,,
CPIS 498 - مشروع تخرج 1,56519,S20,MW,TBA,,10:30 PM,11:50 PM,,
CPIS 498 - مشروع تخرج 1,56520,S21,TRU,TBA,,7:00 AM,7:50 AM,,
CPIS 498 - مشروع تخرج 1,56521,S22,TRU,TBA,,8:00 AM,8:50 AM,,
CPIS 498 - مشروع تخرج 1,56522,S23,MW,TBA,,9:00 PM,10:20 PM,,
CPIS 498 - مشروع تخرج 1,56523,S24,MW,TBA,,10:30 PM,11:50 PM,,
CPIS 498 - مشروع تخرج 1,56524,S25,TRU,TBA,,11:00 PM,11:50 PM,,
CPIS 498 - مشروع تخرج 1,56525,S26,TRU,TBA,,7:00 AM,7:50 AM,,
CPIS 498 - مشروع تخرج 1,56526,S27,TRU,TBA,,8:00 AM,8:50 AM,,
CPIS 498 - مشروع تخرج 1,56527,S28,TRU,TBA,,9:00 PM,9:50 PM,,
CPIS 498 - مشروع تخرج 1,56528,S29,TRU,TBA,,10:00 PM,10:50 PM,,
CPIS 498 - مشروع تخرج 1,56529,S30,TRU,TBA,,11:00 PM,11:50 PM,,
CPIS 498 - مشروع تخرج 1,56530,S31,TRU,TBA,,7:00 AM,7:50 AM,,
CPIS 498 - مشروع تخرج 1,56531,S32,TRU,TBA,,8:00 AM,8:50 AM,,
CPIS 498 - مشروع تخرج 1,56532,S33,TRU,TBA,,9:00 PM,9:50 PM,,
CPIS 498 - مشروع تخرج 1,56533,S34,TRU,TBA,,10:00 PM,10:50 PM,,
CPIS 498 - مشروع تخرج 1,56534,S35,TRU,TBA,,11:00 PM,11:50 PM,,
CPIS 498 - مشروع تخرج 1,56535,S36,TRU,TBA,,7:00 AM,7:50 AM,,
CPIS 498 - مشروع تخرج 1,56536,S37,TRU,TBA,,8:00 AM,8:50 AM,,
CPIS 498 - مشروع تخرج 1,56537,S38,TRU,TBA,,9:00 PM,9:50 PM,,
CPIS 498 - مشروع تخرج 1,56538,S39,TRU,TBA,,10:00 PM,10:50 PM,,
CPIS 498 - مشروع تخرج 1,56539,S40,TRU,TBA,,11:00 PM,11:50 PM,,
CPIS 498 - مشروع تخرج 1,56540,S41,TRU,TBA,,7:00 AM,7:50 AM,,
CPIS 498 - مشروع تخرج 1,56541,S42,TRU,TBA,,8:00 AM,8:50 AM,,
CPIS 498 - مشروع تخرج 1,56542,S43,TRU,TBA,,9:00 PM,9:50 PM,,
CPIS 498 - مشروع تخرج 1,56543,S44,TRU,TBA,,10:00 PM,10:50 PM,,
CPIS 498 - مشروع تخرج 1,56544,S45,TRU,TBA,,11:00 PM,11:50 PM,,
CPIS 498 - مشروع تخرج 1,56545,S46,TRU,TBA,,7:00 AM,7:50 AM,,
CPIS 498 - مشروع تخرج 1,56546,S47,TRU,TBA,,8:00 AM,8:50 AM,,
CPIS 498 - مشروع تخرج 1,56547,S48,TRU,TBA,,9:00 PM,9:50 PM,,
CPIS 498 - مشروع تخرج 1,56548,S49,TRU,TBA,,8:00 AM,8:50 AM,,
CPIS 498 - مشروع تخرج 1,56549,S50,TRU,TBA,,11:00 PM,11:50 PM,عودة إلى السابق,
CPIS 499 - مشروع تخرج 2,72358,01,TRU,TBA,,10:00 PM,10:50 PM,,
CPIS 499 - مشروع تخرج 2,72359,02,TRU,TBA,,10:00 PM,10:50 PM,,
CPIS 499 - مشروع تخرج 2,72360,03,TRU,TBA,,10:00 PM,10:50 PM,,
CPIS 499 - مشروع تخرج 2,72361,04,TRU,TBA,,10:00 PM,10:50 PM,,
CPIS 499 - مشروع تخرج 2,72362,05,TRU,TBA,,10:00 PM,10:50 PM,,
CPIS 499 - مشروع تخرج 2,72363,06,TRU,TBA,,10:00 PM,10:50 PM,,
CPIS 499 - مشروع تخرج 2,72364,07,TRU,TBA,,10:00 PM,10:50 PM,,
CPIS 499 - مشروع تخرج 2,72365,08,TRU,TBA,,10:00 PM,10:50 PM,,
CPIS 499 - مشروع تخرج 2,72366,09,TRU,TBA,,10:00 PM,10:50 PM,,
CPIS 499 - مشروع تخرج 2,72367,10,TRU,TBA,,10:00 PM,10:50 PM,,
CPIS 499 - مشروع تخرج 2,72368,11,TRU,TBA,,9:00 PM,9:50 PM,,
CPIS 499 - مشروع تخرج 2,72369,12,TRU,TBA,,9:00 PM,9:50 PM,,
CPIS 499 - مشروع تخرج 2,72370,13,TRU,TBA,,9:00 PM,9:50 PM,,
CPIS 499 - مشروع تخرج 2,72371,14,TRU,TBA,,9:00 PM,9:50 PM,,
CPIS 499 - مشروع تخرج 2,72372,15,TRU,TBA,,9:00 PM,9:50 PM,,
CPIS 499 - مشروع تخرج 2,72373,16,TRU,TBA,,9:00 PM,9:50 PM,,
CPIS 499 - مشروع تخرج 2,72374,17,TRU,TBA,,9:00 PM,9:50 PM,,
CPIS 499 - مشروع تخرج 2,72375,18,TRU,TBA,,9:00 PM,9:50 PM,,
CPIS 499 - مشروع تخرج 2,72376,19,TRU,TBA,,9:00 PM,9:50 PM,,
CPIS 499 - مشروع تخرج 2,72377,20,TRU,TBA,,9:00 PM,9:50 PM,,
CPIS 499 - مشروع تخرج 2,56550,S01,TRU,TBA,,7:00 AM,7:50 AM,,
CPIS 499 - مشروع تخرج 2,56551,S02,TRU,TBA,,8:00 AM,8:50 AM,,
CPIS 499 - مشروع تخرج 2,56552,S03,TRU,TBA,,9:00 PM,9:50 PM,,
CPIS 499 - مشروع تخرج 2,56553,S04,TRU,TBA,,10:00 PM,10:50 PM,,
CPIS 499 - مشروع تخرج 2,56554,S05,TRU,TBA,,11:00 PM,11:50 PM,,
CPIS 499 - مشروع تخرج 2,56555,S06,MW,TBA,,6:30 AM,7:50 AM,,
CPIS 499 - مشروع تخرج 2,56556,S07,MW,TBA,,8:00 AM,9:20 AM,,
CPIS 499 - مشروع تخرج 2,56557,S08,MW,TBA,,9:00 PM,10:20 PM,,
CPIS 499 - مشروع تخرج 2,56558,S09,MW,TBA,,10:30 PM,11:50 PM,,
CPIS 499 - مشروع تخرج 2,56559,S10,TRU,TBA,,11:00 PM,11:50 PM,,
CPIS 499 - مشروع تخرج 2,56560,S11,TRU,TBA,,7:00 AM,7:50 AM,,
CPIS 499 - مشروع تخرج 2,56561,S12,TRU,TBA,,8:00 AM,8:50 AM,,
CPIS 499 - مشروع تخرج 2,56562,S13,TRU,TBA,,9:00 PM,9:50 PM,,
CPIS 499 - مشروع تخرج 2,56563,S14,TRU,TBA,,10:00 PM,10:50 PM,,
CPIS 499 - مشروع تخرج 2,56564,S15,TRU,TBA,,11:00 PM,11:50 PM,,
CPIS 499 - مشروع تخرج 2,56565,S16,TRU,TBA,,7:00 AM,7:50 AM,,
CPIS 499 - مشروع تخرج 2,56566,S17,TRU,TBA,,8:00 AM,8:50 AM,,
CPIS 499 - مشروع تخرج 2,56567,S18,TRU,TBA,,9:00 PM,9:50 PM,,
CPIS 499 - مشروع تخرج 2,56568,S19,TRU,TBA,,10:00 PM,10:50 PM,,
CPIS 499 - مشروع تخرج 2,56569,S20,TRU,TBA,,11:00 PM,11:50 PM,,
CPIS 499 - مشروع تخرج 2,56570,S21,MW,TBA,,6:30 AM,7:50 AM,,
CPIS 499 - مشروع تخرج 2,56571,S22,MW,TBA,,8:00 AM,9:20 AM,,
CPIS 499 - مشروع تخرج 2,56572,S23,MW,TBA,,9:00 PM,10:20 PM,,
CPIS 499 - مشروع تخرج 2,56573,S24,MW,TBA,,10:30 PM,11:50 PM,,
CPIS 499 - مشروع تخرج 2,56574,S25,TRU,TBA,,11:00 PM,11:50 PM,,
CPIS 499 - مشروع تخرج 2,56575,S26,TRU,TBA,,7:00 AM,7:50 AM,,
CPIS 499 - مشروع تخرج 2,56576,S27,TRU,TBA,,8:00 AM,8:50 AM,,
CPIS 499 - مشروع تخرج 2,56577,S28,TRU,TBA,,9:00 PM,9:50 PM,,
CPIS 499 - مشروع تخرج 2,56578,S29,TRU,TBA,,10:00 PM,10:50 PM,,
CPIS 499 - مشروع تخرج 2,56579,S30,TRU,TBA,,11:00 PM,11:50 PM,,
CPIS 499 - مشروع تخرج 2,56580,S31,TRU,TBA,,7:00 AM,7:50 AM,,
CPIS 499 - مشروع تخرج 2,56581,S32,TRU,TBA,,8:00 AM,8:50 AM,,
CPIS 499 - مشروع تخرج 2,56582,S33,MW,TBA,,6:30 AM,7:50 AM,,
CPIS 499 - مشروع تخرج 2,56583,S34,MW,TBA,,8:00 AM,9:20 AM,,
CPIS 499 - مشروع تخرج 2,56584,S35,MW,TBA,,9:00 PM,10:20 PM,,
CPIS 499 - مشروع تخرج 2,56585,S36,MW,TBA,,10:30 PM,11:50 PM,,
CPIS 499 - مشروع تخرج 2,56586,S37,MW,TBA,,6:30 AM,7:50 AM,,
CPIS 499 - مشروع تخرج 2,56587,S38,MW,TBA,,9:00 PM,10:20 PM,,
CPIS 499 - مشروع تخرج 2,56588,S39,TRU,TBA,,10:00 PM,10:50 PM,,
CPIS 499 - مشروع تخرج 2,56589,S40,TRU,TBA,,11:00 PM,11:50 PM,,
CPIS 499 - مشروع تخرج 2,56590,S41,MW,TBA,,6:30 AM,7:50 AM,,
CPIS 499 - مشروع تخرج 2,56591,S42,MW,TBA,,8:00 AM,9:20 AM,,
CPIS 499 - مشروع تخرج 2,56592,S43,MW,TBA,,9:00 PM,10:20 PM,,
CPIS 499 - مشروع تخرج 2,56593,S44,MW,TBA,,10:30 PM,10:50 PM,,
CPIS 499 - مشروع تخرج 2,56594,S45,TRU,TBA,,11:00 PM,11:50 PM,,
CPIS 499 - مشروع تخرج 2,56595,S46,TRU,TBA,,7:00 AM,7:50 AM,,
CPIS 499 - مشروع تخرج 2,56596,S47,TRU,TBA,,8:00 AM,8:50 AM,,
CPIS 499 - مشروع تخرج 2,56597,S48,TRU,TBA,,9:00 PM,9:50 PM,,
CPIS 499 - مشروع تخرج 2,56598,S49,TRU,TBA,,10:00 PM,10:50 PM,,
CPIS 499 - مشروع تخرج 2,56599,S50,TRU,TBA,,11:00 PM,11:50 PM,,
CPIS 499 - مشروع تخرج 2,56600,S51,TRU,TBA,,7:00 AM,7:50 AM,,
CPIS 499 - مشروع تخرج 2,56601,S52,TRU,TBA,,8:00 AM,8:50 AM,,
CPIS 499 - مشروع تخرج 2,56602,S53,TRU,TBA,,9:00 PM,9:50 PM,,
CPIS 499 - مشروع تخرج 2,56603,S54,TRU,TBA,,10:00 PM,10:50 PM,,
CPIS 499 - مشروع تخرج 2,56604,S55,TRU,TBA,,11:00 PM,11:50 PM,,
CPIS 499 - مشروع تخرج 2,56605,S56,TRU,TBA,,7:00 AM,7:50 AM,,
CPIS 499 - مشروع تخرج 2,56606,S57,TRU,TBA,,8:00 AM,8:50 AM,,
CPIS 499 - مشروع تخرج 2,56607,S58,TRU,TBA,,9:00 PM,9:50 PM,,
CPIS 499 - مشروع تخرج 2,56608,S59,TRU,TBA,,10:00 PM,10:50 PM,,
CPIS 499 - مشروع تخرج 2,56609,S60,TRU,TBA,,11:00 PM,11:50 PM,عودة إلى السابق,
